ID,Agree_IN,ASQ1,ASQ1A,ASQ1B,ASQ1C,ASQ2A,ASQ2AC,SQ1,SQ2,SQ3,SQ4,SQ5,SQ5A,SQ5AA,AQ1,ATQ1_7,AQ1A,AQ1B,Q1,Q1A,RQ1A,Q1B_1,Q1B_2,Q1B_3,Q1B_4,Q1B_5,Q1B_6,Q1B_7,Q1B_8,TQ1B_8,Q2,RQ2,Q3,RQ3,Q4,Q5,Q5A,Q6,Q6A,Q7,RQ7,Q7A_1_1,Q7A_1_2,Q7A_1_3,Q7A_1_4,TQ7A_1_4,Q7A_1_5,Q7A_2_1,Q7A_2_2,Q7A_2_3,Q7A_2_4,TQ7A_2_4,Q7A_2_5,Q7A_3_1,Q7A_3_2,Q7A_3_3,Q7A_3_4,TQ7A_3_4,Q7A_3_5,Q7A_4_1,Q7A_4_2,Q7A_4_3,Q7A_4_4,TQ7A_4_4,Q7A_4_5,Q7A_5_1,Q7A_5_2,Q7A_5_3,Q7A_5_4,TQ7A_5_4,Q7A_5_5,Q7A_6_1,Q7A_6_2,Q7A_6_3,Q7A_6_4,TQ7A_6_4,Q7A_6_5,Q7A_7_1,Q7A_7_2,Q7A_7_3,Q7A_7_4,TQ7A_7_4,Q7A_7_5,Q7A_8_1,Q7A_8_2,Q7A_8_3,Q7A_8_4,TQ7A_8_4,Q7A_8_5,Q7A_9_1,Q7A_9_2,Q7A_9_3,Q7A_9_4,TQ7A_9_4,Q7A_9_5,Q7A_10_1,Q7A_10_2,Q7A_10_3,Q7A_10_4,TQ7A_10_4,Q7A_10_5,Q7A_11_1,Q7A_11_2,Q7A_11_3,Q7A_11_4,TQ7A_11_4,Q7A_11_5,Q7A_12_1,Q7A_12_2,Q7A_12_3,Q7A_12_4,TQ7A_12_4,Q7A_12_5,Q7A_13_1,Q7A_13_2,Q7A_13_3,Q7A_13_4,TQ7A_13_4,Q7A_13_5,Q7A_14_1,Q7A_14_2,Q7A_14_3,Q7A_14_4,TQ7A_14_4,Q7A_14_5,Q7A_15_1,Q7A_15_2,Q7A_15_3,Q7A_15_4,TQ7A_15_4,Q7A_15_5,Q7A_16_1,Q7A_16_2,Q7A_16_3,Q7A_16_4,TQ7A_16_4,Q7A_16_5,Q7A_17_1,Q7A_17_2,Q7A_17_3,Q7A_17_4,TQ7A_17_4,Q7A_17_5,Q7A_18_1,Q7A_18_2,Q7A_18_3,Q7A_18_4,TQ7A_18_4,Q7A_18_5,Q7A_19_1,Q7A_19_2,Q7A_19_3,Q7A_19_4,TQ7A_19_4,Q7A_19_5,Q7A_20_1,Q7A_20_2,Q7A_20_3,Q7A_20_4,TQ7A_20_4,Q7A_20_5,DQ1,DQ2,TDQ2_10,DQ3,DQ3A,DQ4,DQ4A_1,DQ4A_2,DQ4A_3,DQ4A_4,DQ4A_5,DQ4A_6,DQ7A_7,TDQ4A_7,DQ5,TDQ5_11,DQ6,TDQ6_11,D_SQ1,D_SQ2,D_SQ3,D_SQ4,D_SQ5AA,D_DQ1,D_DQ2,D_DQ3,D_DQ3A,D_DQ4,D_DQ5,D_DQ6,WT
100342,Y,2,39,1,1,2021,4,2,0,1,1,2021-12-16 오후 8:37:59,3,5,1,,,,2,,,,,,,,,,,,1,1,0,0,,,,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,3,,,,,,,,10,,2,1,1,1,1,,,,,3,,4,0.43
100343,Y,2,37,1,1,2018,2,2,3,9,2,2021-12-16 오후 8:47:54,3,5,1,,,,1,1,2,,2,,,,,,,,2,2,0,0,1,,,2,3,3,3,2,2,5,1,,1,7,2,5,1,,1,8,1,5,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,3,,,6,,,,,6,,2,2,2,2,1,,,,,3,,3,0.87
100344,Y,2,50,1,1,2008,4,1,13,15,3,2021-12-16 오후 8:51:06,3,5,5,,2,1,1,11,5,,2,,,,,,,,3,3,1,1,3,,,1,1,2,2,6,2,3,1,,2,9,2,3,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,6,,,,,6,,1,4,5,3,1,,,,,4,,3,0.44
100345,Y,,,,,2003,12,2,18,10,2,2021-12-16 오후 8:51:29,3,5,6,,4,1,1,3,3,,,3,,,,,,,2,2,2,2,3,,,1,3,2,2,9,1,3,1,,1,10,2,3,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,3,,,6,,,,,6,,2,5,7,2,1,,,,,5,,3,0.26
100347,Y,,,,,2003,2,1,18,9,2,2021-12-16 오후 9:14:50,3,5,6,,4,1,1,5,3,,2,,,,,,,,5,4,2,2,6,,,1,4,4,3,6,1,4,9,,2,6,1,5,9,,2,6,1,5,9,,2,6,1,3,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,3,,5,6,,,,,5,,1,5,2,2,1,,,,,5,,3,0.89
100348,Y,,,,,2004,8,2,17,1,1,2021-12-16 오후 9:31:36,3,5,6,,3,1,1,12,6,,2,,,,,,,,2,2,1,1,3,,,1,5,4,3,5,2,3,5,,2,5,2,3,5,,2,5,2,3,5,,2,5,1,3,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,3,,,6,,,,,10,,2,5,1,1,1,,,,,5,,4,0.58
100349,Y,1,39,1,1,2011,7,2,10,12,2,2021-12-16 오후 9:34:20,3,5,4,,2,1,1,9,5,,2,,,,,,,,1,1,0,0,4,,,1,7,3,3,8,1,3,1,,1,7,2,2,1,,1,3,2,3,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,6,,,,,9,,2,3,3,2,1,,,,,4,,4,0.67
100352,Y,2,39,1,1,2017,7,1,4,14,2,2021-12-16 오후 10:38:40,3,5,2,,2,1,1,8,4,,,3,4,,,7,,,1,1,0,0,1,,,4,1,20,5,1,1,3,3,,2,2,1,4,3,,2,4,2,1,1,,2,5,2,5,6,,2,6,2,1,7,,2,7,2,1,8,,2,8,2,2,9,,2,9,2,2,1,,2,10,2,2,1,,2,10,2,1,1,,2,11,1,2,1,,2,11,2,2,1,,2,12,1,2,1,,2,12,2,2,1,,2,1,1,1,1,,2,2,1,3,3,,2,3,1,4,4,,2,4,1,5,5,,2,5,1,2,6,,2,6,2,2,6,,2,,,,,,3,,,3,,,,,,,,6,,1,2,4,2,1,,,,,3,,3,0.49
100353,Y,2,42,1,1,2008,12,2,13,12,2,2021-12-16 오후 9:55:24,3,5,5,,4,1,1,12,6,,2,,,,,,,,1,1,0,0,2,,,1,4,3,3,4,2,4,5,,2,4,2,4,5,,2,8,1,5,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3,,,,,,,,4,,2,4,3,2,1,,,,,2,,2,0.41
100362,Y,1,43,1,1,2010,3,2,11,10,3,2021-12-16 오후 10:21:56,3,5,4,,2,1,1,8,4,,2,,,,,,,,6,4,2,2,3,,,3,3,3,3,8,1,3,3,,2,8,1,3,3,,2,7,1,3,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,3,,,,,,,,9,,2,3,7,3,1,,,,,3,,4,0.37
100363,Y,1,47,1,1,2010,4,1,11,11,2,2021-12-16 오후 10:31:18,3,5,4,,2,1,1,7,4,,2,,,,,,,,2,2,0,0,3,,,2,2,3,3,8,1,3,1,,1,8,2,3,1,,1,4,1,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,,,,,,9,,1,3,3,2,1,,,,,4,,4,0.71
100364,Y,1,41,1,1,2014,9,1,7,3,1,2021-12-18 오후 7:53:39,5,5,4,,2,2,1,6,4,,2,,,,,,,,1,1,0,0,4,,,2,4,5,4,8,1,3,1,,1,8,2,4,1,,1,3,2,3,1,,2,3,2,3,3,,2,3,1,3,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,,,,,,8,,1,3,5,1,1,,,,,4,,4,0.49
100365,Y,1,35,1,1,2021,7,2,0,10,2,2021-12-16 오후 10:34:25,3,5,1,,,,2,,,,,,,,,,,,5,4,0,0,,,,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,3,,5,,,,,,9,,2,1,7,2,1,,,,,3,,4,0.12
100368,Y,2,39,1,1,2014,8,1,7,5,1,2021-12-16 오후 10:46:13,3,5,4,,3,1,1,10,5,,2,,,,,,,,5,4,2,2,3,,,1,1,10,5,8,1,2,1,,1,7,2,4,1,,1,3,2,2,1,,2,3,1,3,3,,2,7,2,3,3,,2,3,1,2,3,,2,3,1,2,3,,2,3,1,2,3,,2,3,1,2,3,,2,7,2,4,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,6,,,,,6,,1,3,4,1,1,,,,,4,,3,0.61
100369,Y,,,,,2003,10,2,18,9,2,2021-12-16 오후 10:56:31,3,5,6,,3,1,1,3,3,,2,,,,,,,,2,2,0,0,4,,,2,4,1,1,5,2,5,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3,,,,,,,,3,,2,5,2,2,1,,,,,2,,2,0.84
100371,Y,1,48,1,1,2007,10,1,14,1,1,2021-12-16 오후 10:54:50,3,5,5,,3,1,1,5,3,,2,,,,,,,,1,1,1,1,2,,,3,4,2,2,8,1,2,1,,1,8,2,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,,,,,,9,,1,4,1,1,1,,,,,4,,4,0.76
100373,Y,2,31,1,1,2016,5,2,5,2,1,2021-12-16 오후 11:26:45,3,5,3,,3,1,1,8,4,,2,,,,,,,,2,2,2,2,1,,,1,1,20,5,9,2,3,3,,2,8,2,3,3,,2,6,2,1,3,,2,2,1,1,3,,2,2,2,1,3,,2,2,2,1,3,,2,2,1,1,3,,2,2,2,1,3,,2,2,1,1,3,,2,2,2,1,3,,2,2,1,1,3,,2,2,2,1,3,,2,2,1,1,3,,2,2,2,1,3,,2,2,1,1,3,,2,2,2,1,3,,2,2,1,1,3,,2,2,2,1,3,,2,6,1,1,3,,2,3,2,1,3,,2,,,,,,3,,,3,,,,,,,,7,,2,2,6,1,1,,,,,3,,4,0.6
100379,Y,,,,,2003,10,2,18,2,1,2021-12-16 오후 11:41:04,3,5,6,,3,1,1,7,4,,,3,,,6,,,,10,4,0,0,3,,,1,4,3,3,5,1,5,5,,1,9,1,3,1,,2,9,2,3,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,6,,,,,9,,2,5,6,1,1,,,,,4,,4,0.64
100380,Y,1,41,1,1,2012,4,1,9,15,3,2021-12-16 오후 11:45:48,3,5,4,,3,1,1,6,4,,2,,,,,,,,2,2,0,0,3,,,2,1,5,4,8,1,4,1,,1,8,2,5,1,,1,3,1,5,1,,1,3,1,3,3,,2,3,1,3,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,6,,,,,9,,1,3,5,3,1,,,,,4,,4,0.49
100381,Y,2,45,1,1,2013,9,1,8,14,2,2021-12-16 오후 11:55:06,3,5,4,,3,1,1,9,5,,2,,,,,,,,3,3,1,1,4,,,1,3,2,2,8,2,5,1,,1,8,1,5,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,3,,,,,,,,7,,1,3,4,2,1,,,,,3,,4,0.61
100382,Y,2,35,1,1,2015,3,2,6,12,3,2021-12-16 오후 11:56:09,3,5,2,,3,1,1,7,4,,,3,4,,,,,,2,2,1,1,4,,,3,1,3,3,2,2,3,3,,1,2,2,3,3,,1,7,2,2,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,3,,,,,,,,9,,2,2,3,3,1,,,,,3,,4,0.38
100383,Y,1,34,1,1,2012,4,1,9,1,1,2021-12-17 오전 12:10:21,4,5,4,,3,1,1,9,5,,,3,4,5,,7,,,2,2,1,1,3,,,3,3,7,4,3,1,4,3,,1,3,2,4,3,,2,11,1,2,4,,2,10,2,2,4,,1,8,2,3,6,,1,8,2,3,5,,1,4,2,2,9,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,3,,5,6,,,,,10,,1,3,1,1,1,,,,,5,,4,0.71
100384,Y,2,37,1,1,2020,7,2,1,3,1,2021-12-17 오전 12:00:54,4,5,2,,1,1,2,,,,,,,,,,,,1,1,0,0,,,,5,,15,5,7,2,5,3,,1,9,2,4,3,,2,8,2,4,3,,1,8,2,4,3,,1,1,1,2,3,,1,1,2,2,3,,1,1,2,2,3,,1,1,2,2,3,,1,1,1,2,3,,1,1,2,2,3,,1,1,2,2,3,,2,1,1,1,3,,2,1,1,1,3,,2,1,2,1,3,,2,1,2,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,6,,,,,7,,2,1,5,1,1,,,,,4,,4,0.31
100388,Y,1,45,1,1,2021,3,2,0,17,2,2021-12-17 오전 12:19:13,4,5,1,,,,2,,,,,,,,,,,,2,2,0,0,,,,2,,3,3,8,1,5,1,,1,8,2,5,1,,1,2,2,5,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,6,,,,,8,,2,1,7,2,1,,,,,4,,4,0.12
100389,Y,,,,,2003,9,2,18,16,2,2021-12-17 오전 12:24:25,4,5,6,,3,1,1,5,3,,2,,,,,,,,0,0,0,0,4,,,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,3,,,6,,,,,5,,2,5,6,2,1,,,,,3,,3,0.64
100390,Y,1,32,1,1,2021,10,1,0,9,2,2021-12-17 오전 12:22:40,4,5,1,,,,2,,,,,,,,,,,,1,1,0,0,,,,1,,2,2,7,1,4,1,,1,7,2,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,3,,,,,,,,10,,1,1,2,2,1,,,,,3,,4,0.79
100392,Y,1,49,1,1,2008,12,2,13,13,3,2021-12-17 오전 1:10:21,4,5,5,,3,1,1,14,6,,2,,,,,,,,6,4,6,4,2,,,1,4,3,3,4,2,2,3,,2,8,1,3,1,,2,7,2,3,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,3,,,6,,,,,5,,2,4,4,3,1,,,,,3,,3,0.45
100394,Y,1,36,1,1,2010,3,2,11,11,3,2021-12-17 오전 1:16:22,4,5,4,,2,1,1,10,5,,2,,,,,,,,0,0,0,0,1,,,2,5,5,4,3,2,1,3,,2,3,2,2,3,,2,3,2,1,3,,2,3,2,2,3,,1,3,2,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,3,,,,,,,,7,,2,3,3,3,1,,,,,3,,4,0.67
100397,Y,,,,,2006,5,1,15,9,3,2021-12-17 오전 2:02:22,4,5,5,,3,1,1,13,6,,,3,4,5,,,,,1,1,0,0,3,,,1,1,6,4,8,1,1,10,보건소,2,8,2,4,3,,2,4,1,1,3,,2,4,1,1,3,,2,4,2,1,3,,2,4,2,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,6,,,,,6,,1,4,2,3,1,,,,,4,,3,0.91
100399,Y,1,45,1,1,2008,10,2,13,9,2,2021-12-17 오전 2:08:10,4,5,4,,3,1,1,6,4,,2,,,,,,,,3,3,1,1,3,,,3,5,3,3,4,1,5,1,,1,8,1,5,1,,1,8,2,5,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,6,,,,,4,,2,4,2,2,1,,,,,4,,2,0.87
100403,Y,2,39,1,1,2012,9,1,9,13,2,2021-12-17 오전 6:09:43,4,5,4,,3,1,1,7,4,,2,,,,,,,,1,1,1,1,3,,,1,3,5,4,3,1,2,3,,1,3,1,1,3,,2,3,1,2,3,,2,3,1,2,3,,1,3,1,1,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,3,,5,,,,,,8,,1,3,4,2,1,,,,,3,,4,0.61
100404,Y,1,45,1,1,2018,3,1,3,1,1,2021-12-17 오전 6:22:56,4,5,2,,1,1,1,9,5,,2,,,,,,,,1,1,1,1,1,,,3,3,8,4,2,1,2,3,,2,2,1,2,3,,2,2,1,2,3,,2,2,1,2,3,,2,2,1,2,3,,2,2,2,2,3,,2,2,2,2,3,,2,9,2,5,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,,,,,,9,,1,2,1,1,1,,,,,4,,4,0.53
100405,Y,1,39,1,1,2012,11,2,9,3,1,2021-12-17 오전 6:28:39,4,5,4,,3,1,1,8,4,,2,,,,,,,,2,2,0,0,2,,,1,4,3,3,3,2,2,3,,2,3,2,2,3,,2,3,2,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,6,,,,,10,,2,3,5,1,1,,,,,4,,4,0.54
100406,Y,,,,,2003,9,1,18,12,2,2021-12-17 오전 6:28:23,4,5,6,,3,1,1,2,2,,,3,,,,,,,1,1,0,0,4,,,1,4,5,4,5,1,3,5,,2,5,1,3,5,,2,5,1,3,5,,2,5,1,3,5,,2,5,1,3,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,6,,,,,10,,1,5,3,2,1,,,,,4,,4,0.53
100412,Y,1,36,1,1,2014,12,2,7,9,2,2021-12-17 오전 8:33:17,4,5,4,,3,1,1,10,5,,2,,,,,,,,1,1,1,1,1,,,2,4,6,4,9,2,4,3,,2,8,2,4,3,,2,3,2,4,3,,2,3,2,4,3,,1,7,1,4,1,,1,7,2,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,6,,,,,8,,2,3,2,2,1,,,,,4,,4,1.01
100415,Y,1,38,1,1,2015,2,1,6,2,1,2021-12-17 오전 8:38:49,4,5,3,,2,1,1,10,5,,2,,,,,,,,3,3,1,1,3,,,3,3,8,4,2,1,2,3,,2,2,1,2,3,,2,2,2,2,3,,2,6,2,3,3,,2,2,1,4,1,,1,7,1,3,1,,1,7,2,4,1,,1,7,2,3,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,3,,,6,,,,,8,,1,2,6,1,1,,,,,3,,4,0.53
100416,Y,2,41,1,1,2013,8,1,8,15,3,2021-12-17 오전 8:48:54,4,5,4,,2,1,1,8,4,,,,4,,,,,,3,3,3,3,1,,,4,3,20,5,8,2,3,3,,2,8,2,2,3,,2,3,1,5,3,,2,3,1,5,3,,2,3,1,5,3,,2,3,2,5,3,,2,3,2,5,3,,2,3,2,5,3,,2,3,1,5,3,,2,3,1,5,3,,2,3,1,5,3,,2,3,1,5,3,,2,3,2,5,3,,2,3,1,5,3,,2,3,1,5,3,,2,3,2,5,3,,2,3,1,5,3,,2,3,2,5,3,,2,8,1,4,1,,1,8,2,5,1,,1,,,,,,3,,,3,,,,,,,,4,,1,3,5,3,1,,,,,3,,2,0.49
100418,Y,1,38,1,1,2016,12,1,5,2,1,2021-12-17 오전 8:53:55,4,5,3,,3,1,1,7,4,,2,,,,,,,,2,2,1,1,2,,,2,2,2,2,3,1,1,3,,1,7,1,3,7,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,6,,,,,6,,1,2,6,1,1,,,,,4,,3,0.53
100419,Y,1,45,1,1,2009,2,2,12,4,1,2021-12-17 오전 8:58:22,4,5,4,,3,1,1,7,4,,,3,4,,,,,,1,1,0,0,3,,,1,3,5,4,3,2,1,3,,2,3,2,1,3,,2,8,2,2,1,,1,4,1,3,1,,2,7,1,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,3,,5,6,,,,,9,,2,3,2,1,1,,,,,5,,4,1.01
100420,Y,,,,,2006,6,1,15,1,1,2021-12-17 오전 9:07:59,4,5,5,,3,1,1,9,5,,2,,,,,,,,1,1,0,0,2,,,3,3,5,4,8,1,3,1,,2,8,2,4,1,,2,2,1,3,1,,1,4,1,2,3,,2,4,1,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,6,,,,,6,,1,4,1,1,1,,,,,4,,3,0.76
100422,Y,1,32,1,1,2020,10,2,1,3,1,2021-12-17 오전 9:20:09,4,5,1,,,,2,,,,,,,,,,,,1,1,0,0,,,,1,,4,3,7,2,5,1,,1,7,1,5,1,,1,10,2,5,1,,1,7,1,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,3,,,,,,,,10,,2,1,5,1,1,,,,,3,,4,0.31
100423,Y,2,37,1,1,2017,3,2,4,6,1,2021-12-17 오전 9:24:21,4,5,3,,1,1,1,9,5,,2,,,,,,,,1,1,0,0,2,,,1,3,3,3,7,2,3,1,,1,8,1,3,1,,1,3,1,3,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,6,,,,,6,,2,2,3,1,1,,,,,4,,3,0.38
100425,Y,2,35,1,1,2017,3,2,4,15,3,2021-12-17 오전 9:47:03,4,5,3,,2,1,1,8,4,,2,,,,,,,,2,2,1,1,4,,,1,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,6,,,,,5,,2,2,5,3,1,,,,,4,,3,0.46
100426,Y,1,40,1,1,2014,3,1,7,2,1,2021-12-17 오전 9:33:52,4,5,4,,4,1,1,7,4,,2,,,,,,,,3,3,1,1,2,,,3,3,8,4,3,2,5,3,,1,3,2,5,3,,1,7,2,5,3,,2,1,2,5,1,,1,2,2,5,1,,1,2,1,5,1,,1,8,1,5,1,,1,7,2,5,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,3,,,6,,,,,7,,1,3,6,1,1,,,,,5,,4,0.8
